10000, 10, 500, 5, 162.66633536139986, 133.94579361380056, 13, 0.012573692516892174, 0.012552721818011476
10000, 10, 500, 10, 211.53236105379963, 208.4548518178001, 16, 0.004192424466821683, 0.004189991395918679
10000, 10, 500, 15, 254.00129237709984, 235.30921451709997, 29, 0.00249346246607245, 0.0024917232294596895
10000, 10, 500, 20, 313.6351091941985, 296.65473131360017, 18, 0.0017945715443556363, 0.001793551893905688
10000, 10, 500, 25, 350.2035341786999, 334.8216851997997, 19, 0.0013930426492610433, 0.001392402501831503
10000, 10, 500, 30, 403.43850624339825, 392.66686720049876, 13, 0.0011449519753036397, 0.0011446074278504686
10000, 10, 500, 35, 421.77453701429977, 418.1034362739992, 14, 9.739605372301606E-4, 9.736459262471044E-4
10000, 10, 500, 40, 445.6405951682997, 441.6474927720994, 11, 8.465108136301485E-4, 8.462393807970288E-4
10000, 10, 500, 45, 479.08848725229547, 475.60703232619863, 8, 7.511385206810457E-4, 7.50895377515661E-4
10000, 10, 500, 50, 471.5260443266009, 466.7564872455998, 12, 6.762435292265628E-4, 6.761300743173102E-4
10000, 10, 2000, 20, 154.6498962503999, 150.83956033819936, 130, 0.012427868166729979, 0.012425247485028728
10000, 10, 1800, 20, 155.18334505059946, 153.87346063850057, 51, 0.010184831806240292, 0.01018464545159469
10000, 10, 1600, 20, 172.48235312080078, 161.97544656459988, 46, 0.008277136867595326, 0.008272565740255956
10000, 10, 1400, 20, 165.36140395119997, 156.62093929620062, 34, 0.0067335194610126095, 0.006731649187739459
10000, 10, 1200, 20, 204.78803332779975, 198.40730456260033, 48, 0.005364897040572245, 0.005363530304995663
10000, 10, 1000, 20, 221.3537030043003, 208.46147648149963, 45, 0.0041653320328369796, 0.0041626498749739995
10000, 10, 800, 20, 251.16513699969994, 248.64661031800014, 24, 0.003117319157119347, 0.003117039149070473
10000, 10, 600, 20, 297.8612535220009, 289.93943765820075, 22, 0.002220450742509368, 0.0022199275649129615
10000, 10, 400, 20, 335.73791086489956, 311.26871558859955, 22, 0.0013989419032569416, 0.0013974003836783285
10000, 10, 200, 20, 511.60698268800104, 496.9691184136992, 10, 6.724164136156272E-4, 6.718496332398203E-4
